9.7804935,-42.7480276,1.8340606
10.7797142,-42.7370808,2.2164599
11.7759575,-42.6860877,2.2164599
12.7762477,-42.6122454,2.2164599
13.7668908,-42.52959,2.2164599
14.7600389,-42.4476893,2.2164599
15.7534704,-42.374981,2.2164599
16.7371209,-42.3220408,2.2164599
17.7299984,-42.2996658,2.2164599
18.7206109,-42.3200443,2.2164599
19.707952,-42.3848999,2.2164599
20.7019989,-42.4843348,2.2164599
21.6788689,-42.5960718,2.2164599
22.665533,-42.7027412,2.2164599
23.6681045,-42.786043,2.2164599
24.6571359,-42.8276826,2.2164599
25.6593142,-42.8167642,2.2164599
26.6534224,-42.7402678,2.2164599
27.6422765,-42.5828873,2.2164599
28.5983248,-42.3298442,2.2164599
29.5381425,-41.9449977,2.2164599
30.3832326,-41.4318954,2.2164599
31.1051495,-40.7823601,2.149501
31.705944,-39.9964266,2.149501
32.1927486,-39.141744,1.4935831
32.5702829,-38.2327734,0.3127968
32.846499,-37.2691015,0.9654748
33.0300054,-36.2815494,0.25685
