0.7,3.6,1
0.6,3.3,1
0.5,3,1
0.4,2.7,1.1
0.33,2.45,1.5
0.3,2.2,1.5
0.2,1.9,1.5
0.1,1.6,1.5
0,1.3,1.5
-0.1,1,1.5
-0.2,0.7,1.5
-0.3,0.4,1.5
-0.36,0.15,1.5
-0.4,-0.1,1.5
-0.5,-0.4,1.5
-0.6,-0.7,1.5
-0.7,-1,1.5
-0.8,-1.3,1.5
-0.9,-1.6,1.5
-1,-1.9,1.5
-0.9,-2.3,1.5
-0.7,-2.55,1.5
-0.53,-2.75,1.5
-0.23,-2.9,1.5
-0.1,-2.9,1.5
0.2,-2.9,1.5
0.5,-2.9,1.5
0.8,-2.9,1.5
1.1,-2.9,1.5
1.4,-2.9,1.5
1.7,-2.9,1.5
2,-2.9,1.5
2.3,-2.9,1.5
2.6,-2.9,1.5
2.9,-2.9,1.5
3.2,-2.9,1.5
3.5,-2.9,1.5
3.8,-2.9,1.5
4.1,-2.9,1.5
4.4,-2.9,1.5
4.67,-2.7,1.5
4.9,-2.6,1.5
5.2,-2.4,1.5
5.2,-2.2,1.5
5.2,-1.9,2.5
5.2,0.8,2.5
5.2,3.5,2.5
5.2,6.2,2.5
5.2,8.9,2.5
5.2,10.1,2
5.2,10.5,1.5
4.95,10.85,1.5
4.8,11,1.5
4.6,11.25,1.5
4.3,11.5,1.5
4,11.5,1.5
3.7,11.5,1.5
3.4,11.5,1.5
3.1,11.5,1.5
2.8,11.5,1.5
2.5,11.5,1.5
2.2,11.5,1.5
1.9,11.5,1.5
1.6,11.5,1.5
1.3,11.5,1.5
1,11.5,1.5
0.7,11.5,1.5
0.4,11.5,1.5
0.1,11.5,1.5
-0.2,11.5,1.5
-0.4,11.5,1.5
-0.75,11.3,1.5
-1,11.1,1
-1.1,10.8,1
-1.18,10.5,1
-1.22,10,1
-1.16,9.68,1
-1.08,9.39,1
-0.99,9.1,1
-0.91,8.82,1
-0.83,8.53,1
-0.74,8.24,1
-0.66,7.95,1
-0.52,7.66,1
-0.39,7.37,1
-0.31,7.09,1
-0.23,6.8,1
-0.14,6.51,1
-0.06,6.22,1
0.02,5.93,1
0.11,5.65,1
0.19,5.36,1
0.27,5.07,1
0.36,4.78,1
0.44,4.49,1
0.52,4.2,1
0.61,3.92,1
0.69,3.63,1
0.7,3.6,1
